Woonplaatscode,Woonplaats,Gemeentecode,Gemeente,COROP-gebiedcode,COROP-gebied
2328,Castenray,0984,Venray,37,Noord-Limburg
2329,Heide,0984,Venray,37,Noord-Limburg
2330,Leunen,0984,Venray,37,Noord-Limburg
2331,Merselo,0984,Venray,37,Noord-Limburg
2334,Smakt,0984,Venray,37,Noord-Limburg
2335,Venray,0984,Venray,37,Noord-Limburg
2336,Veulen,0984,Venray,37,Noord-Limburg
2337,Vredepeel,0984,Venray,37,Noord-Limburg
2338,Ysselsteyn,0984,Venray,37,Noord-Limburg
2340,Enumatil,1969,Westerkwartier,03,Overig Groningen
2341,Leek,1969,Westerkwartier,03,Overig Groningen
2342,Lettelbert,1969,Westerkwartier,03,Overig Groningen
2343,Midwolde,1969,Westerkwartier,03,Overig Groningen
2344,Oostwold,1969,Westerkwartier,03,Overig Groningen
2345,Tolbert,1969,Westerkwartier,03,Overig Groningen
2346,Zevenhuizen,1969,Westerkwartier,03,Overig Groningen
2347,Haaksbergen,0158,Haaksbergen,12,Twente
2348,Alkmaar,0361,Alkmaar,19,Alkmaar en omgeving
2349,Koedijk,0361,Alkmaar,19,Alkmaar en omgeving
2350,Oudorp,0361,Alkmaar,19,Alkmaar en omgeving
2351,Dordrecht,0505,Dordrecht,30,Zuidoost-Zuid-Holland
2352,Hendrik-Ido-Ambacht,0531,Hendrik-Ido-Ambacht,30,Zuidoost-Zuid-Holland
2353,Asperen,1960,West Betuwe,16,Zuidwest-Gelderland
2354,Herwijnen,1960,West Betuwe,16,Zuidwest-Gelderland
2355,Heukelum,1960,West Betuwe,16,Zuidwest-Gelderland
2356,Spijk,1960,West Betuwe,16,Zuidwest-Gelderland
2357,Vuren,1960,West Betuwe,16,Zuidwest-Gelderland
2358,Nuth,1954,Beekdaelen,39,Zuid-Limburg
2359,Hulsberg,1954,Beekdaelen,39,Zuid-Limburg
2360,Schimmert,1954,Beekdaelen,39,Zuid-Limburg
2361,Wijnandsrade,1954,Beekdaelen,39,Zuid-Limburg
2362,Rhoon,0613,Albrandswaard,29,Groot-Rijnmond
2363,Poortugaal,0613,Albrandswaard,29,Groot-Rijnmond
2364,Rotterdam-Albrandswaard,0613,Albrandswaard,29,Groot-Rijnmond
2365,Bergambacht,1931,Krimpenerwaard,28,Oost-Zuid-Holland
2366,Berkenwoude,1931,Krimpenerwaard,28,Oost-Zuid-Holland
2367,Ammerstol,1931,Krimpenerwaard,28,Oost-Zuid-Holland
2368,Brielle,1992,Voorne aan Zee,29,Groot-Rijnmond
2369,Vierpolders,1992,Voorne aan Zee,29,Groot-Rijnmond
2370,Zwartewaal,1992,Voorne aan Zee,29,Groot-Rijnmond
2371,Klaaswaal,1963,Hoeksche Waard,29,Groot-Rijnmond
2372,Numansdorp,1963,Hoeksche Waard,29,Groot-Rijnmond
2373,Ouderkerk aan den IJssel,1931,Krimpenerwaard,28,Oost-Zuid-Holland
2374,Gouderak,1931,Krimpenerwaard,28,Oost-Zuid-Holland
2375,Krimpen aan de Lek,1931,Krimpenerwaard,28,Oost-Zuid-Holland
2376,Lekkerkerk,1931,Krimpenerwaard,28,Oost-Zuid-Holland
2377,Dirksland,1924,Goeree-Overflakkee,29,Groot-Rijnmond
2378,Herkingen,1924,Goeree-Overflakkee,29,Groot-Rijnmond
2379,Melissant,1924,Goeree-Overflakkee,29,Groot-Rijnmond
2380,'s-Gravendeel,1963,Hoeksche Waard,29,Groot-Rijnmond
2381,Heinenoord,1963,Hoeksche Waard,29,Groot-Rijnmond
2382,Maasdam,1963,Hoeksche Waard,29,Groot-Rijnmond
2383,Mijnsheerenland,1963,Hoeksche Waard,29,Groot-Rijnmond
2384,Puttershoek,1963,Hoeksche Waard,29,Groot-Rijnmond
2385,Westmaas,1963,Hoeksche Waard,29,Groot-Rijnmond
2386,Alblasserdam,0482,Alblasserdam,30,Zuidoost-Zuid-Holland
2387,Haastrecht,1931,Krimpenerwaard,28,Oost-Zuid-Holland
2388,Stolwijk,1931,Krimpenerwaard,28,Oost-Zuid-Holland
2389,Vlist,1931,Krimpenerwaard,28,Oost-Zuid-Holland
2390,Schoonhoven,1931,Krimpenerwaard,28,Oost-Zuid-Holland
2391,Assen,0106,Assen,07,Noord-Drenthe
2392,Loon,0106,Assen,07,Noord-Drenthe
2393,Rhee,0106,Assen,07,Noord-Drenthe
2394,Ter Aard,0106,Assen,07,Noord-Drenthe
2395,Ubbena,0106,Assen,07,Noord-Drenthe
2396,Zeijerveen,0106,Assen,07,Noord-Drenthe
2397,Zeijerveld,0106,Assen,07,Noord-Drenthe
2398,Heerjansdam,0642,Zwijndrecht,30,Zuidoost-Zuid-Holland
2399,Zwijndrecht,0642,Zwijndrecht,30,Zuidoost-Zuid-Holland
2400,Abbega,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2401,Blauwhuis,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2402,Folsgare,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2403,Gaastmeer,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2404,Gauw,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2405,Goënga,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2406,Greonterp,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2407,Heeg,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2408,Hommerts,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2409,Idzega,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2410,IJlst,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2411,Indijk,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2412,Jutrijp,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2413,Koufurderrige,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2414,Nijland,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2415,Oosthem,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2416,Oppenhuizen,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2417,Oudega,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2418,Sandfirden,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2419,Scharnegoutum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2420,Smallebrugge,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2422,Tjalhuizum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2423,Uitwellingerga,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2424,Westhem,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2425,Wolsum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2426,Woudsend,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2427,Ypecolsga,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2428,Schiermonnikoog,0088,Schiermonnikoog,04,Noord-Friesland
2429,Biddinghuizen,0303,Dronten,40,Flevoland
2430,Dronten,0303,Dronten,40,Flevoland
2431,Swifterbant,0303,Dronten,40,Flevoland
2432,IJsselstein,0353,IJsselstein,17,Utrecht
2433,Kreileroord,1911,Hollands Kroon,18,Kop van Noord-Holland
2434,Middenmeer,1911,Hollands Kroon,18,Kop van Noord-Holland
2435,Slootdorp,1911,Hollands Kroon,18,Kop van Noord-Holland
2436,Wieringerwerf,1911,Hollands Kroon,18,Kop van Noord-Holland
2437,Rozenburg,0599,Rotterdam,29,Groot-Rijnmond
2438,Sliedrecht,0610,Sliedrecht,30,Zuidoost-Zuid-Holland
2439,Boxtel,0757,Boxtel,35,Noordoost-Noord-Brabant
2440,Liempde,0757,Boxtel,35,Noordoost-Noord-Brabant
2441,Aldtsjerk,0737,Tytsjerksteradiel,04,Noord-Friesland
2442,Wyns,0737,Tytsjerksteradiel,04,Noord-Friesland
2443,Oentsjerk,0737,Tytsjerksteradiel,04,Noord-Friesland
2444,Gytsjerk,0737,Tytsjerksteradiel,04,Noord-Friesland
2445,Ryptsjerk,0737,Tytsjerksteradiel,04,Noord-Friesland
2446,Mûnein,0737,Tytsjerksteradiel,04,Noord-Friesland
2447,Tytsjerk,0737,Tytsjerksteradiel,04,Noord-Friesland
2448,Suwâld,0737,Tytsjerksteradiel,04,Noord-Friesland
2449,Hurdegaryp,0737,Tytsjerksteradiel,04,Noord-Friesland
2450,Noardburgum,0737,Tytsjerksteradiel,04,Noord-Friesland
2451,Burgum,0737,Tytsjerksteradiel,04,Noord-Friesland
2452,Jistrum,0737,Tytsjerksteradiel,04,Noord-Friesland
2453,Sumar,0737,Tytsjerksteradiel,04,Noord-Friesland
2454,Eastermar,0737,Tytsjerksteradiel,04,Noord-Friesland
2455,Garyp,0737,Tytsjerksteradiel,04,Noord-Friesland
2456,Earnewâld,0737,Tytsjerksteradiel,04,Noord-Friesland
2458,Heemskerk,0396,Heemskerk,20,IJmond
2459,Rijswijk,0603,Rijswijk (ZH.),26,Agglomeratie 's-Gravenhage
2460,Schagen,0441,Schagen,18,Kop van Noord-Holland
2463,Zwaag,0405,Hoorn,18,Kop van Noord-Holland
2464,Adorp,1966,Het Hogeland,03,Overig Groningen
2465,Baflo,1966,Het Hogeland,03,Overig Groningen
2466,Den Andel,1966,Het Hogeland,03,Overig Groningen
2467,Ezinge,1969,Westerkwartier,03,Overig Groningen
2468,Feerwerd,1969,Westerkwartier,03,Overig Groningen
2469,Garnwerd,1969,Westerkwartier,03,Overig Groningen
2470,Rasquert,1966,Het Hogeland,03,Overig Groningen
2471,Saaxumhuizen,1966,Het Hogeland,03,Overig Groningen
2472,Sauwerd,1966,Het Hogeland,03,Overig Groningen
2473,Tinallinge,1966,Het Hogeland,03,Overig Groningen
2474,Wetsinge,1966,Het Hogeland,03,Overig Groningen
2475,Winsum,1966,Het Hogeland,03,Overig Groningen
2476,Reeuwijk,1901,Bodegraven-Reeuwijk,28,Oost-Zuid-Holland
2477,Driebruggen,1901,Bodegraven-Reeuwijk,28,Oost-Zuid-Holland
2478,Waarder,1901,Bodegraven-Reeuwijk,28,Oost-Zuid-Holland
2479,Milsbeek,0907,Gennep,37,Noord-Limburg
2480,Ottersum,0907,Gennep,37,Noord-Limburg
2481,Ven-Zelderheide,0907,Gennep,37,Noord-Limburg
2482,Gennep,0907,Gennep,37,Noord-Limburg
2483,Heijen,0907,Gennep,37,Noord-Limburg
2484,Akmarijp,1940,De Fryske Marren,05,Zuidwest-Friesland
2485,Boornzwaag,1940,De Fryske Marren,05,Zuidwest-Friesland
2486,Broek,1940,De Fryske Marren,05,Zuidwest-Friesland
2487,Dijken,1940,De Fryske Marren,05,Zuidwest-Friesland
2488,Doniaga,1940,De Fryske Marren,05,Zuidwest-Friesland
2489,Goingarijp,1940,De Fryske Marren,05,Zuidwest-Friesland
2490,Haskerdijken,0074,Heerenveen,06,Zuidoost-Friesland
2491,Haskerhorne,1940,De Fryske Marren,05,Zuidwest-Friesland
2492,Idskenhuizen,1940,De Fryske Marren,05,Zuidwest-Friesland
2493,Joure,1940,De Fryske Marren,05,Zuidwest-Friesland
2494,Langweer,1940,De Fryske Marren,05,Zuidwest-Friesland
2495,Legemeer,1940,De Fryske Marren,05,Zuidwest-Friesland
2496,Nieuwebrug,0074,Heerenveen,06,Zuidoost-Friesland
2498,Oldeouwer,1940,De Fryske Marren,05,Zuidwest-Friesland
2500,Ouwsterhaule,1940,De Fryske Marren,05,Zuidwest-Friesland
2501,Ouwster-Nijega,1940,De Fryske Marren,05,Zuidwest-Friesland
2502,Rohel,1940,De Fryske Marren,05,Zuidwest-Friesland
2503,Rotstergaast,1940,De Fryske Marren,05,Zuidwest-Friesland
2504,Rotsterhaule,1940,De Fryske Marren,05,Zuidwest-Friesland
2505,Rottum,1940,De Fryske Marren,05,Zuidwest-Friesland
2506,Scharsterbrug,1940,De Fryske Marren,05,Zuidwest-Friesland
2507,Sint Nicolaasga,1940,De Fryske Marren,05,Zuidwest-Friesland
2508,Sintjohannesga,1940,De Fryske Marren,05,Zuidwest-Friesland
2509,Snikzwaag,1940,De Fryske Marren,05,Zuidwest-Friesland
2510,Terkaple,1940,De Fryske Marren,05,Zuidwest-Friesland
2511,Teroele,1940,De Fryske Marren,05,Zuidwest-Friesland
2512,Tjerkgaast,1940,De Fryske Marren,05,Zuidwest-Friesland
2513,Vegelinsoord,1940,De Fryske Marren,05,Zuidwest-Friesland
2514,Barsingerhorn,1911,Hollands Kroon,18,Kop van Noord-Holland
2515,Haringhuizen,1911,Hollands Kroon,18,Kop van Noord-Holland
2516,Kolhorn,1911,Hollands Kroon,18,Kop van Noord-Holland
2517,Lutjewinkel,1911,Hollands Kroon,18,Kop van Noord-Holland
2518,Nieuwe Niedorp,1911,Hollands Kroon,18,Kop van Noord-Holland
2519,Oude Niedorp,1911,Hollands Kroon,18,Kop van Noord-Holland
2520,'t Veld,1911,Hollands Kroon,18,Kop van Noord-Holland
2521,Winkel,1911,Hollands Kroon,18,Kop van Noord-Holland
2522,Zijdewind,1911,Hollands Kroon,18,Kop van Noord-Holland
2523,Woudenberg,0351,Woudenberg,17,Utrecht
2524,Eagum,0080,Leeuwarden,04,Noord-Friesland
2525,Akkrum,0074,Heerenveen,06,Zuidoost-Friesland
2526,Dearsum,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2527,Friens,0080,Leeuwarden,04,Noord-Friesland
2529,Idaerd,0080,Leeuwarden,04,Noord-Friesland
2530,Jirnsum,0080,Leeuwarden,04,Noord-Friesland
2532,Aldeboarn,0074,Heerenveen,06,Zuidoost-Friesland
2533,Poppenwier,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2534,Raerd,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2535,Reduzum,0080,Leeuwarden,04,Noord-Friesland
2536,Sibrandabuorren,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2537,Terherne,1940,De Fryske Marren,05,Zuidwest-Friesland
2538,Tersoal,1900,Súdwest-Fryslân,05,Zuidwest-Friesland
2539,Wergea,0080,Leeuwarden,04,Noord-Friesland
2540,Warstiens,0080,Leeuwarden,04,Noord-Friesland
2541,Warten,0080,Leeuwarden,04,Noord-Friesland
2545,Lent,0268,Nijmegen,15,Arnhem/Nijmegen
2548,Beerze,0175,Ommen,10,Noord-Overijssel
2549,Beerzerveld,0175,Ommen,10,Noord-Overijssel
2550,Dalmsholte,0175,Ommen,10,Noord-Overijssel
2551,Giethmen,0175,Ommen,10,Noord-Overijssel
2552,Lemele,0175,Ommen,10,Noord-Overijssel
2553,Stegeren,0175,Ommen,10,Noord-Overijssel
2554,Vilsteren,0175,Ommen,10,Noord-Overijssel
2555,Vinkenbuurt,0175,Ommen,10,Noord-Overijssel
2556,Witharen,0175,Ommen,10,Noord-Overijssel
2558,Zennewijnen,0281,Tiel,16,Zuidwest-Gelderland
2559,Wadenoijen,0281,Tiel,16,Zuidwest-Gelderland
2560,Kapel Avezaath,0281,Tiel,16,Zuidwest-Gelderland
2561,Kerk Avezaath,0281,Tiel,16,Zuidwest-Gelderland
2562,Ridderkerk,0597,Ridderkerk,29,Groot-Rijnmond
2563,Heemstede,0397,Heemstede,21,Agglomeratie Haarlem
2564,Wijchen,0296,Wijchen,15,Arnhem/Nijmegen
2565,Bergharen,0296,Wijchen,15,Arnhem/Nijmegen
2566,Hernen,0296,Wijchen,15,Arnhem/Nijmegen
2567,Leur,0296,Wijchen,15,Arnhem/Nijmegen
2568,Batenburg,0296,Wijchen,15,Arnhem/Nijmegen
2569,Niftrik,0296,Wijchen,15,Arnhem/Nijmegen
2570,Balgoij,0296,Wijchen,15,Arnhem/Nijmegen
2571,Aalsmeer,0358,Aalsmeer,23,Groot-Amsterdam
2572,Kudelstaart,0358,Aalsmeer,23,Groot-Amsterdam
2573,Ermelo,0233,Ermelo,13,Veluwe
2574,Drimmelen,1719,Drimmelen,33,West-Noord-Brabant
2575,Hooge Zwaluwe,1719,Drimmelen,33,West-Noord-Brabant
2576,Lage Zwaluwe,1719,Drimmelen,33,West-Noord-Brabant
2577,Made,1719,Drimmelen,33,West-Noord-Brabant
2578,Terheijden,1719,Drimmelen,33,West-Noord-Brabant
2579,Wagenberg,1719,Drimmelen,33,West-Noord-Brabant
2580,Zevenbergschen Hoek,1719,Drimmelen,33,West-Noord-Brabant
2581,Rucphen,0840,Rucphen,33,West-Noord-Brabant
2582,Schijf,0840,Rucphen,33,West-Noord-Brabant
2583,Sprundel,0840,Rucphen,33,West-Noord-Brabant
2584,St. Willebrord,0840,Rucphen,33,West-Noord-Brabant
2585,Zegge,0840,Rucphen,33,West-Noord-Brabant
2586,Hollum,0060,Ameland,04,Noord-Friesland
2587,Ballum,0060,Ameland,04,Noord-Friesland
2588,Nes,0060,Ameland,04,Noord-Friesland
2589,Buren,0060,Ameland,04,Noord-Friesland
2590,Herkenbosch,1669,Roerdalen,38,Midden-Limburg
2591,Melick,1669,Roerdalen,38,Midden-Limburg
2592,Montfort,1669,Roerdalen,38,Midden-Limburg
2593,Posterholt,1669,Roerdalen,38,Midden-Limburg
2594,Sint Odiliënberg,1669,Roerdalen,38,Midden-Limburg
2595,Vlodrop,1669,Roerdalen,38,Midden-Limburg
2596,Sprang-Capelle,0867,Waalwijk,34,Midden-Noord-Brabant
2597,Waalwijk,0867,Waalwijk,34,Midden-Noord-Brabant
2598,Waspik,0867,Waalwijk,34,Midden-Noord-Brabant
2601,Maasbree,1894,Peel en Maas,37,Noord-Limburg
2602,Baarlo,1894,Peel en Maas,37,Noord-Limburg
2603,Bunnik,0312,Bunnik,17,Utrecht
2604,Odijk,0312,Bunnik,17,Utrecht
2605,Werkhoven,0312,Bunnik,17,Utrecht
2606,Klarenbeek,0285,Voorst,13,Veluwe
2607,Nijbroek,0285,Voorst,13,Veluwe
2608,Steenenkamer,0285,Voorst,13,Veluwe
2609,Terwolde,0285,Voorst,13,Veluwe
2610,Teuge,0285,Voorst,13,Veluwe
2611,Twello,0285,Voorst,13,Veluwe
2612,Voorst,0285,Voorst,13,Veluwe
2613,Wilp,0285,Voorst,13,Veluwe
2614,Oosterend,0093,Terschelling,04,Noord-Friesland
2615,Hoorn,0093,Terschelling,04,Noord-Friesland
2616,Lies,0093,Terschelling,04,Noord-Friesland
2617,Formerum,0093,Terschelling,04,Noord-Friesland
2618,Landerum,0093,Terschelling,04,Noord-Friesland
2619,Midsland,0093,Terschelling,04,Noord-Friesland
2620,Striep,0093,Terschelling,04,Noord-Friesland
2621,Baaiduinen,0093,Terschelling,04,Noord-Friesland
2622,Kaard,0093,Terschelling,04,Noord-Friesland
2623,Hee,0093,Terschelling,04,Noord-Friesland
2624,Kinnum,0093,Terschelling,04,Noord-Friesland
2625,West-Terschelling,0093,Terschelling,04,Noord-Friesland
2626,Aalst,0297,Zaltbommel,16,Zuidwest-Gelderland
2627,Bern,0297,Zaltbommel,16,Zuidwest-Gelderland
2628,Brakel,0297,Zaltbommel,16,Zuidwest-Gelderland
2629,Bruchem,0297,Zaltbommel,16,Zuidwest-Gelderland
2630,Delwijnen,0297,Zaltbommel,16,Zuidwest-Gelderland
2631,Gameren,0297,Zaltbommel,16,Zuidwest-Gelderland
2632,Kerkwijk,0297,Zaltbommel,16,Zuidwest-Gelderland
2633,Nederhemert,0297,Zaltbommel,16,Zuidwest-Gelderland
2634,Nieuwaal,0297,Zaltbommel,16,Zuidwest-Gelderland
2635,Poederoijen,0297,Zaltbommel,16,Zuidwest-Gelderland
2636,Zaltbommel,0297,Zaltbommel,16,Zuidwest-Gelderland
2637,Zuilichem,0297,Zaltbommel,16,Zuidwest-Gelderland
2638,Leusden,0327,Leusden,17,Utrecht
2639,Stoutenburg,0327,Leusden,17,Utrecht
2640,Achterveld,0327,Leusden,17,Utrecht
2641,Haarlemmerliede,0394,Haarlemmermeer,23,Groot-Amsterdam
2643,Halfweg,0394,Haarlemmermeer,23,Groot-Amsterdam
2644,Zoeterwoude,0638,Zoeterwoude,25,Agglomeratie Leiden en Bollenstreek
2645,Gelderswoude,0638,Zoeterwoude,25,Agglomeratie Leiden en Bollenstreek
2646,Oisterwijk,0824,Oisterwijk,34,Midden-Noord-Brabant
2647,Moergestel,0824,Oisterwijk,34,Midden-Noord-Brabant
2648,Heukelom,0824,Oisterwijk,34,Midden-Noord-Brabant
2649,Kerkrade,0928,Kerkrade,39,Zuid-Limburg
2650,Eygelshoven,0928,Kerkrade,39,Zuid-Limburg
2651,Vogelenzang,0377,Bloemendaal,21,Agglomeratie Haarlem
2652,Aerdenhout,0377,Bloemendaal,21,Agglomeratie Haarlem
2653,Overveen,0377,Bloemendaal,21,Agglomeratie Haarlem
2654,Bloemendaal,0377,Bloemendaal,21,Agglomeratie Haarlem
2655,De Lier,1783,Westland,27,Delft en Westland
2656,Honselersdijk,1783,Westland,27,Delft en Westland
2657,Kwintsheul,1783,Westland,27,Delft en Westland
2658,Maasdijk,1783,Westland,27,Delft en Westland
2659,Monster,1783,Westland,27,Delft en Westland
2660,Naaldwijk,1783,Westland,27,Delft en Westland
2661,Poeldijk,1783,Westland,27,Delft en Westland
2662,'s-Gravenzande,1783,Westland,27,Delft en Westland
2663,Ter Heijde,1783,Westland,27,Delft en Westland
2664,Wateringen,1783,Westland,27,Delft en Westland
2665,Bodegraven,1901,Bodegraven-Reeuwijk,28,Oost-Zuid-Holland
2666,Nieuwerbrug aan den Rijn,1901,Bodegraven-Reeuwijk,28,Oost-Zuid-Holland
2667,Nieuwkoop,0569,Nieuwkoop,28,Oost-Zuid-Holland
2668,Noorden,0569,Nieuwkoop,28,Oost-Zuid-Holland
2669,Woerdense Verlaat,0569,Nieuwkoop,28,Oost-Zuid-Holland
2670,Nieuwveen,0569,Nieuwkoop,28,Oost-Zuid-Holland
2671,Zevenhoven,0569,Nieuwkoop,28,Oost-Zuid-Holland
2672,Vrouwenakker,0569,Nieuwkoop,28,Oost-Zuid-Holland
2673,Ter Aar,0569,Nieuwkoop,28,Oost-Zuid-Holland
2674,Brouwershaven,1676,Schouwen-Duiveland,32,Overig Zeeland
2675,Bruinisse,1676,Schouwen-Duiveland,32,Overig Zeeland
2676,Burgh-Haamstede,1676,Schouwen-Duiveland,32,Overig Zeeland
2677,Dreischor,1676,Schouwen-Duiveland,32,Overig Zeeland
2678,Ellemeet,1676,Schouwen-Duiveland,32,Overig Zeeland
2679,Kerkwerve,1676,Schouwen-Duiveland,32,Overig Zeeland
2680,Nieuwerkerk,1676,Schouwen-Duiveland,32,Overig Zeeland
2681,Noordgouwe,1676,Schouwen-Duiveland,32,Overig Zeeland
2682,Noordwelle,1676,Schouwen-Duiveland,32,Overig Zeeland
2683,Oosterland,1676,Schouwen-Duiveland,32,Overig Zeeland
2684,Ouwerkerk,1676,Schouwen-Duiveland,32,Overig Zeeland
2685,Renesse,1676,Schouwen-Duiveland,32,Overig Zeeland
2686,Scharendijke,1676,Schouwen-Duiveland,32,Overig Zeeland
2687,Serooskerke,1676,Schouwen-Duiveland,32,Overig Zeeland
2688,Sirjansland,1676,Schouwen-Duiveland,32,Overig Zeeland
2689,Zierikzee,1676,Schouwen-Duiveland,32,Overig Zeeland
2690,Zonnemaire,1676,Schouwen-Duiveland,32,Overig Zeeland
2691,Baarlo,1708,Steenwijkerland,10,Noord-Overijssel
2692,Baars,1708,Steenwijkerland,10,Noord-Overijssel
2693,Basse,1708,Steenwijkerland,10,Noord-Overijssel
2694,Belt-Schutsloot,1708,Steenwijkerland,10,Noord-Overijssel
2695,Blankenham,1708,Steenwijkerland,10,Noord-Overijssel
2696,Blokzijl,1708,Steenwijkerland,10,Noord-Overijssel
2697,De Bult,1708,Steenwijkerland,10,Noord-Overijssel
2698,De Pol,1708,Steenwijkerland,10,Noord-Overijssel
2699,Eesveen,1708,Steenwijkerland,10,Noord-Overijssel
2700,Giethoorn,1708,Steenwijkerland,10,Noord-Overijssel
2701,IJsselham,1708,Steenwijkerland,10,Noord-Overijssel
2702,Kalenberg,1708,Steenwijkerland,10,Noord-Overijssel
2703,Kallenkote,1708,Steenwijkerland,10,Noord-Overijssel
2704,Kuinre,1708,Steenwijkerland,10,Noord-Overijssel
2705,Marijenkampen,1708,Steenwijkerland,10,Noord-Overijssel
2706,Nederland,1708,Steenwijkerland,10,Noord-Overijssel
2707,Oldemarkt,1708,Steenwijkerland,10,Noord-Overijssel
2708,Onna,1708,Steenwijkerland,10,Noord-Overijssel
2709,Ossenzijl,1708,Steenwijkerland,10,Noord-Overijssel
2710,Paasloo,1708,Steenwijkerland,10,Noord-Overijssel
2711,Scheerwolde,1708,Steenwijkerland,10,Noord-Overijssel
2712,Sint Jansklooster,1708,Steenwijkerland,10,Noord-Overijssel
2713,Steenwijk,1708,Steenwijkerland,10,Noord-Overijssel
2714,Steenwijkerwold,1708,Steenwijkerland,10,Noord-Overijssel
2715,Tuk,1708,Steenwijkerland,10,Noord-Overijssel
2716,Vollenhove,1708,Steenwijkerland,10,Noord-Overijssel
2717,Wanneperveen,1708,Steenwijkerland,10,Noord-Overijssel
2718,Wetering,1708,Steenwijkerland,10,Noord-Overijssel
2719,Willemsoord,1708,Steenwijkerland,10,Noord-Overijssel
2720,Witte Paarden,1708,Steenwijkerland,10,Noord-Overijssel
2721,Zuidveen,1708,Steenwijkerland,10,Noord-Overijssel
2722,Bitgum,1949,Waadhoeke,04,Noord-Friesland
2723,Bitgummole,1949,Waadhoeke,04,Noord-Friesland
2724,Berltsum,1949,Waadhoeke,04,Noord-Friesland
2725,Blessum,1949,Waadhoeke,04,Noord-Friesland
2726,Boksum,1949,Waadhoeke,04,Noord-Friesland
2727,Deinum,1949,Waadhoeke,04,Noord-Friesland
2728,Ingelum,1949,Waadhoeke,04,Noord-Friesland
2729,Dronryp,1949,Waadhoeke,04,Noord-Friesland
2730,Marsum,1949,Waadhoeke,04,Noord-Friesland
2731,Menaam,1949,Waadhoeke,04,Noord-Friesland
2732,Skingen,1949,Waadhoeke,04,Noord-Friesland
2733,Slappeterp,1949,Waadhoeke,04,Noord-Friesland
2734,Wier,1949,Waadhoeke,04,Noord-Friesland
2735,Beverwijk,0375,Beverwijk,20,IJmond
2737,De Cocksdorp,0448,Texel,18,Kop van Noord-Holland
2738,De Koog,0448,Texel,18,Kop van Noord-Holland
2739,De Waal,0448,Texel,18,Kop van Noord-Holland
2740,Den Burg,0448,Texel,18,Kop van Noord-Holland
2741,Den Hoorn,0448,Texel,18,Kop van Noord-Holland
2742,Oosterend,0448,Texel,18,Kop van Noord-Holland
2743,Oudeschild,0448,Texel,18,Kop van Noord-Holland
2744,Oegstgeest,0579,Oegstgeest,25,Agglomeratie Leiden en Bollenstreek
2745,Someren,0847,Someren,36,Zuidoost-Noord-Brabant
2746,Lierop,0847,Someren,36,Zuidoost-Noord-Brabant
2750,Weurt,0209,Beuningen,15,Arnhem/Nijmegen
2751,Beuningen Gld,0209,Beuningen,15,Arnhem/Nijmegen
2752,Ewijk,0209,Beuningen,15,Arnhem/Nijmegen
2753,Winssen,0209,Beuningen,15,Arnhem/Nijmegen
2754,Enkhuizen,0388,Enkhuizen,18,Kop van Noord-Holland
2755,Uitgeest,0450,Uitgeest,20,IJmond
2756,Schagerbrug,0441,Schagen,18,Kop van Noord-Holland
2757,Callantsoog,0441,Schagen,18,Kop van Noord-Holland
2758,'t Zand,0441,Schagen,18,Kop van Noord-Holland
2759,Sint Maartensbrug,0441,Schagen,18,Kop van Noord-Holland
2760,Sint Maartensvlotbrug,0441,Schagen,18,Kop van Noord-Holland
2761,Petten,0441,Schagen,18,Kop van Noord-Holland
2762,Burgerbrug,0441,Schagen,18,Kop van Noord-Holland
2763,Oudesluis,0441,Schagen,18,Kop van Noord-Holland
2764,Ede,0228,Ede,13,Veluwe
2765,Lunteren,0228,Ede,13,Veluwe
2766,Bennekom,0228,Ede,13,Veluwe
