Woonplaatscode,Woonplaats,Gemeentecode,Gemeente,COROP-gebiedcode,COROP-gebied
WP2123,Noordhorn,GM1969,Westerkwartier,CR03,Overig Groningen
WP2124,Oldehove,GM1969,Westerkwartier,CR03,Overig Groningen
WP2125,Pieterzijl,GM1969,Westerkwartier,CR03,Overig Groningen
WP2126,Saaksum,GM1969,Westerkwartier,CR03,Overig Groningen
WP2127,Visvliet,GM1969,Westerkwartier,CR03,Overig Groningen
WP2128,Zuidhorn,GM1969,Westerkwartier,CR03,Overig Groningen
WP2129,Ouderkerk aan de Amstel,GM0437,Ouder-Amstel,CR23,Groot-Amsterdam
WP2131,Achthuizen,GM1924,Goeree-Overflakkee,CR29,Groot-Rijnmond
WP2132,Den Bommel,GM1924,Goeree-Overflakkee,CR29,Groot-Rijnmond
WP2133,Ooltgensplaat,GM1924,Goeree-Overflakkee,CR29,Groot-Rijnmond
WP2134,Oude-Tonge,GM1924,Goeree-Overflakkee,CR29,Groot-Rijnmond
WP2135,Scherpenzeel,GM0279,Scherpenzeel,CR13,Veluwe
WP2136,Nuenen,GM0820,"Nuenen, Gerwen en Nederwetten",CR36,Zuidoost-Noord-Brabant
WP2137,Hellevoetsluis,GM1992,Voorne aan Zee,CR29,Groot-Rijnmond
WP2138,Delft,GM0503,Delft,CR27,Delft en Westland
WP2139,Schijndel,GM1948,Meierijstad,CR35,Noordoost-Noord-Brabant
WP2140,Meijel,GM1894,Peel en Maas,CR37,Noord-Limburg
WP2141,Renswoude,GM0339,Renswoude,CR17,Utrecht
WP2142,Doesburg,GM0221,Doesburg,CR15,Arnhem/Nijmegen
WP2143,Urk,GM0184,Urk,CR40,Flevoland
WP2144,Diemen,GM0384,Diemen,CR23,Groot-Amsterdam
WP2145,Aalden,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2146,Benneveld,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2147,Coevorden,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2148,Dalen,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2149,Dalerpeel,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2150,Dalerveen,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2151,De Kiel,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2152,Diphoorn,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2153,Erm,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2154,Gees,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2155,Geesbrug,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2156,Holsloot,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2157,Meppen,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2158,Nieuwlande Coevorden,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2159,Noord-Sleen,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2160,Oosterhesselen,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2161,Schoonoord,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2162,Sleen,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2163,Stieltjeskanaal,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2164,'t Haantje,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2165,Wachtum,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2166,Wezup,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2167,Wezuperbrug,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2168,Zweeloo,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2169,Zwinderen,GM0109,Coevorden,CR08,Zuidoost-Drenthe
WP2170,Middenbeemster,GM0439,Purmerend,CR23,Groot-Amsterdam
WP2171,Noordbeemster,GM0439,Purmerend,CR23,Groot-Amsterdam
WP2172,Westbeemster,GM0439,Purmerend,CR23,Groot-Amsterdam
WP2173,Zuidoostbeemster,GM0439,Purmerend,CR23,Groot-Amsterdam
WP2174,Doezum,GM1969,Westerkwartier,CR03,Overig Groningen
WP2175,Grootegast,GM1969,Westerkwartier,CR03,Overig Groningen
WP2176,Kornhorn,GM1969,Westerkwartier,CR03,Overig Groningen
WP2177,Lutjegast,GM1969,Westerkwartier,CR03,Overig Groningen
WP2178,Niekerk,GM1969,Westerkwartier,CR03,Overig Groningen
WP2179,Oldekerk,GM1969,Westerkwartier,CR03,Overig Groningen
WP2180,Opende,GM1969,Westerkwartier,CR03,Overig Groningen
WP2181,Sebaldeburen,GM1969,Westerkwartier,CR03,Overig Groningen
WP2182,Terband,GM0074,Heerenveen,CR06,Zuidoost-Friesland
WP2183,Luinjeberd,GM0074,Heerenveen,CR06,Zuidoost-Friesland
WP2184,Tjalleberd,GM0074,Heerenveen,CR06,Zuidoost-Friesland
WP2185,Gersloot,GM0074,Heerenveen,CR06,Zuidoost-Friesland
WP2187,Nieuweschoot,GM0074,Heerenveen,CR06,Zuidoost-Friesland
WP2188,Oudeschoot,GM0074,Heerenveen,CR06,Zuidoost-Friesland
WP2189,Oranjewoud,GM0074,Heerenveen,CR06,Zuidoost-Friesland
WP2190,De Knipe,GM0074,Heerenveen,CR06,Zuidoost-Friesland
WP2191,Mildam,GM0074,Heerenveen,CR06,Zuidoost-Friesland
WP2192,Katlijk,GM0074,Heerenveen,CR06,Zuidoost-Friesland
WP2193,Bontebok,GM0074,Heerenveen,CR06,Zuidoost-Friesland
WP2194,Nieuwehorne,GM0074,Heerenveen,CR06,Zuidoost-Friesland
WP2195,Oudehorne,GM0074,Heerenveen,CR06,Zuidoost-Friesland
WP2196,Jubbega,GM0074,Heerenveen,CR06,Zuidoost-Friesland
WP2197,Hoornsterzwaag,GM0074,Heerenveen,CR06,Zuidoost-Friesland
WP2198,Genemuiden,GM1896,Zwartewaterland,CR10,Noord-Overijssel
WP2199,Hasselt,GM1896,Zwartewaterland,CR10,Noord-Overijssel
WP2200,Mastenbroek,GM1896,Zwartewaterland,CR10,Noord-Overijssel
WP2201,Zwartsluis,GM1896,Zwartewaterland,CR10,Noord-Overijssel
WP2202,Azewijn,GM1955,Montferland,CR14,Achterhoek
WP2203,Beek,GM1955,Montferland,CR14,Achterhoek
WP2204,Braamt,GM1955,Montferland,CR14,Achterhoek
WP2205,Didam,GM1955,Montferland,CR14,Achterhoek
WP2206,'s-Heerenberg,GM1955,Montferland,CR14,Achterhoek
WP2207,Kilder,GM1955,Montferland,CR14,Achterhoek
WP2208,Lengel,GM1955,Montferland,CR14,Achterhoek
WP2209,Loerbeek,GM1955,Montferland,CR14,Achterhoek
WP2210,Stokkum,GM1955,Montferland,CR14,Achterhoek
WP2211,Vethuizen,GM1955,Montferland,CR14,Achterhoek
WP2212,Wijnbergen,GM1955,Montferland,CR14,Achterhoek
WP2213,Zeddam,GM1955,Montferland,CR14,Achterhoek
WP2214,Dussen,GM1959,Altena,CR34,Midden-Noord-Brabant
WP2215,Hank,GM1959,Altena,CR34,Midden-Noord-Brabant
WP2216,Nieuwendijk,GM1959,Altena,CR34,Midden-Noord-Brabant
WP2217,Sleeuwijk,GM1959,Altena,CR34,Midden-Noord-Brabant
WP2218,Werkendam,GM1959,Altena,CR34,Midden-Noord-Brabant
WP2219,Loenen aan de Vecht,GM1904,Stichtse Vecht,CR17,Utrecht
WP2220,Loenersloot,GM1904,Stichtse Vecht,CR17,Utrecht
WP2221,Nieuwersluis,GM1904,Stichtse Vecht,CR17,Utrecht
WP2222,Nigtevecht,GM1904,Stichtse Vecht,CR17,Utrecht
WP2224,Groenlo,GM1586,Oost Gelre,CR14,Achterhoek
WP2225,Lievelde,GM1586,Oost Gelre,CR14,Achterhoek
WP2226,Vragender,GM1586,Oost Gelre,CR14,Achterhoek
WP2227,Lichtenvoorde,GM1586,Oost Gelre,CR14,Achterhoek
WP2228,Harreveld,GM1586,Oost Gelre,CR14,Achterhoek
WP2229,Zieuwent,GM1586,Oost Gelre,CR14,Achterhoek
WP2230,Mariënvelde,GM1586,Oost Gelre,CR14,Achterhoek
WP2231,Bellingwolde,GM1950,Westerwolde,CR01,Oost-Groningen
WP2232,Blijham,GM1950,Westerwolde,CR01,Oost-Groningen
WP2233,Oudeschans,GM1950,Westerwolde,CR01,Oost-Groningen
WP2234,Veelerveen,GM1950,Westerwolde,CR01,Oost-Groningen
WP2235,Vriescheloo,GM1950,Westerwolde,CR01,Oost-Groningen
WP2236,Wedde,GM1950,Westerwolde,CR01,Oost-Groningen
WP2237,Bunschoten-Spakenburg,GM0313,Bunschoten,CR17,Utrecht
WP2238,Eemdijk,GM0313,Bunschoten,CR17,Utrecht
WP2239,Bantega,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP2240,Delfstrahuizen,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP2241,Echten,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP2242,Echtenerbrug,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP2243,Eesterga,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP2244,Follega,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP2245,Lemmer,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP2246,Oosterzee,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP2248,Klarenbeek,GM0200,Apeldoorn,CR13,Veluwe
WP2250,Lieren,GM0200,Apeldoorn,CR13,Veluwe
WP2251,Loenen,GM0200,Apeldoorn,CR13,Veluwe
WP2254,Beemte Broekland,GM0200,Apeldoorn,CR13,Veluwe
WP2256,Ugchelen,GM0200,Apeldoorn,CR13,Veluwe
WP2257,Hoenderloo,GM0200,Apeldoorn,CR13,Veluwe
WP2258,Beekbergen,GM0200,Apeldoorn,CR13,Veluwe
WP2259,Boerakker,GM1969,Westerkwartier,CR03,Overig Groningen
WP2260,De Wilp,GM1969,Westerkwartier,CR03,Overig Groningen
WP2261,Jonkersvaart,GM1969,Westerkwartier,CR03,Overig Groningen
WP2262,Lucaswolde,GM1969,Westerkwartier,CR03,Overig Groningen
WP2263,Marum,GM1969,Westerkwartier,CR03,Overig Groningen
WP2264,Niebert,GM1969,Westerkwartier,CR03,Overig Groningen
WP2265,Noordwijk,GM1969,Westerkwartier,CR03,Overig Groningen
WP2266,Nuis,GM1969,Westerkwartier,CR03,Overig Groningen
WP2267,Akersloot,GM0383,Castricum,CR20,IJmond
WP2268,Castricum,GM0383,Castricum,CR20,IJmond
WP2269,de Woude,GM0383,Castricum,CR20,IJmond
WP2270,Limmen,GM0383,Castricum,CR20,IJmond
WP2271,Leerdam,GM1961,Vijfheerenlanden,CR17,Utrecht
WP2272,Schoonrewoerd,GM1961,Vijfheerenlanden,CR17,Utrecht
WP2273,Kedichem,GM1961,Vijfheerenlanden,CR17,Utrecht
WP2274,Oosterwijk,GM1961,Vijfheerenlanden,CR17,Utrecht
WP2275,Borgercompagnie,GM1952,Midden-Groningen,CR03,Overig Groningen
WP2276,Tripscompagnie,GM1952,Midden-Groningen,CR03,Overig Groningen
WP2277,Meeden,GM1952,Midden-Groningen,CR03,Overig Groningen
WP2278,Muntendam,GM1952,Midden-Groningen,CR03,Overig Groningen
WP2279,Noordbroek,GM1952,Midden-Groningen,CR03,Overig Groningen
WP2280,Zuidbroek,GM1952,Midden-Groningen,CR03,Overig Groningen
WP2281,Roermond,GM0957,Roermond,CR38,Midden-Limburg
WP2282,Herten,GM0957,Roermond,CR38,Midden-Limburg
WP2283,Swalmen,GM0957,Roermond,CR38,Midden-Limburg
WP2284,Jisp,GM0880,Wormerland,CR22,Zaanstreek
WP2285,Oostknollendam,GM0880,Wormerland,CR22,Zaanstreek
WP2286,Spijkerboor,GM0880,Wormerland,CR22,Zaanstreek
WP2287,Wormer,GM0880,Wormerland,CR22,Zaanstreek
WP2288,Wijdewormer,GM0880,Wormerland,CR22,Zaanstreek
WP2289,Millingen aan de Rijn,GM1945,Berg en Dal,CR15,Arnhem/Nijmegen
WP2291,Groesbeek,GM1945,Berg en Dal,CR15,Arnhem/Nijmegen
WP2292,Heilig Landstichting,GM1945,Berg en Dal,CR15,Arnhem/Nijmegen
WP2293,Zoetermeer,GM0637,Zoetermeer,CR26,Agglomeratie 's-Gravenhage
WP2294,Bourtange,GM1950,Westerwolde,CR01,Oost-Groningen
WP2295,Sellingen,GM1950,Westerwolde,CR01,Oost-Groningen
WP2296,Ter Apel,GM1950,Westerwolde,CR01,Oost-Groningen
WP2297,Ter Apelkanaal,GM1950,Westerwolde,CR01,Oost-Groningen
WP2298,Vlagtwedde,GM1950,Westerwolde,CR01,Oost-Groningen
WP2299,Gorinchem,GM0512,Gorinchem,CR30,Zuidoost-Zuid-Holland
WP2300,Dalem,GM0512,Gorinchem,CR30,Zuidoost-Zuid-Holland
WP2301,Allingawier,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2302,Arum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2303,Breezanddijk,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2304,Burgwerd,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2305,Cornwerd,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2306,Dedgum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2307,Exmorra,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2308,Ferwoude,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2309,Gaast,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2310,Hartwerd,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2311,Hichtum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2312,Hieslum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2313,Idsegahuizum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2314,Kimswerd,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2315,Kornwerderzand,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2316,Lollum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2317,Longerhouw,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2318,Makkum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2319,Parrega,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2320,Piaam,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2321,Pingjum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2322,Schettens,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2323,Schraard,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2324,Tjerkwerd,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2325,Witmarsum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2326,Wons,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2327,Zurich,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2328,Castenray,GM0984,Venray,CR37,Noord-Limburg
WP2329,Heide,GM0984,Venray,CR37,Noord-Limburg
WP2330,Leunen,GM0984,Venray,CR37,Noord-Limburg
WP2331,Merselo,GM0984,Venray,CR37,Noord-Limburg
WP2334,Smakt,GM0984,Venray,CR37,Noord-Limburg
WP2335,Venray,GM0984,Venray,CR37,Noord-Limburg
WP2336,Veulen,GM0984,Venray,CR37,Noord-Limburg
WP2337,Vredepeel,GM0984,Venray,CR37,Noord-Limburg
WP2338,Ysselsteyn,GM0984,Venray,CR37,Noord-Limburg
WP2340,Enumatil,GM1969,Westerkwartier,CR03,Overig Groningen
WP2341,Leek,GM1969,Westerkwartier,CR03,Overig Groningen
WP2342,Lettelbert,GM1969,Westerkwartier,CR03,Overig Groningen
WP2343,Midwolde,GM1969,Westerkwartier,CR03,Overig Groningen
WP2344,Oostwold,GM1969,Westerkwartier,CR03,Overig Groningen
WP2345,Tolbert,GM1969,Westerkwartier,CR03,Overig Groningen
WP2346,Zevenhuizen,GM1969,Westerkwartier,CR03,Overig Groningen
WP2347,Haaksbergen,GM0158,Haaksbergen,CR12,Twente
WP2348,Alkmaar,GM0361,Alkmaar,CR19,Alkmaar en omgeving
WP2349,Koedijk,GM0361,Alkmaar,CR19,Alkmaar en omgeving
WP2350,Oudorp,GM0361,Alkmaar,CR19,Alkmaar en omgeving
WP2351,Dordrecht,GM0505,Dordrecht,CR30,Zuidoost-Zuid-Holland
WP2352,Hendrik-Ido-Ambacht,GM0531,Hendrik-Ido-Ambacht,CR30,Zuidoost-Zuid-Holland
WP2353,Asperen,GM1960,West Betuwe,CR16,Zuidwest-Gelderland
WP2354,Herwijnen,GM1960,West Betuwe,CR16,Zuidwest-Gelderland
WP2355,Heukelum,GM1960,West Betuwe,CR16,Zuidwest-Gelderland
WP2356,Spijk,GM1960,West Betuwe,CR16,Zuidwest-Gelderland
WP2357,Vuren,GM1960,West Betuwe,CR16,Zuidwest-Gelderland
WP2358,Nuth,GM1954,Beekdaelen,CR39,Zuid-Limburg
WP2359,Hulsberg,GM1954,Beekdaelen,CR39,Zuid-Limburg
WP2360,Schimmert,GM1954,Beekdaelen,CR39,Zuid-Limburg
WP2361,Wijnandsrade,GM1954,Beekdaelen,CR39,Zuid-Limburg
WP2362,Rhoon,GM0613,Albrandswaard,CR29,Groot-Rijnmond
WP2363,Poortugaal,GM0613,Albrandswaard,CR29,Groot-Rijnmond
WP2364,Rotterdam-Albrandswaard,GM0613,Albrandswaard,CR29,Groot-Rijnmond
WP2365,Bergambacht,GM1931,Krimpenerwaard,CR28,Oost-Zuid-Holland
WP2366,Berkenwoude,GM1931,Krimpenerwaard,CR28,Oost-Zuid-Holland
WP2367,Ammerstol,GM1931,Krimpenerwaard,CR28,Oost-Zuid-Holland
WP2368,Brielle,GM1992,Voorne aan Zee,CR29,Groot-Rijnmond
WP2369,Vierpolders,GM1992,Voorne aan Zee,CR29,Groot-Rijnmond
WP2370,Zwartewaal,GM1992,Voorne aan Zee,CR29,Groot-Rijnmond
WP2371,Klaaswaal,GM1963,Hoeksche Waard,CR29,Groot-Rijnmond
WP2372,Numansdorp,GM1963,Hoeksche Waard,CR29,Groot-Rijnmond
WP2373,Ouderkerk aan den IJssel,GM1931,Krimpenerwaard,CR28,Oost-Zuid-Holland
WP2374,Gouderak,GM1931,Krimpenerwaard,CR28,Oost-Zuid-Holland
WP2375,Krimpen aan de Lek,GM1931,Krimpenerwaard,CR28,Oost-Zuid-Holland
WP2376,Lekkerkerk,GM1931,Krimpenerwaard,CR28,Oost-Zuid-Holland
WP2377,Dirksland,GM1924,Goeree-Overflakkee,CR29,Groot-Rijnmond
WP2378,Herkingen,GM1924,Goeree-Overflakkee,CR29,Groot-Rijnmond
WP2379,Melissant,GM1924,Goeree-Overflakkee,CR29,Groot-Rijnmond
WP2380,'s-Gravendeel,GM1963,Hoeksche Waard,CR29,Groot-Rijnmond
WP2381,Heinenoord,GM1963,Hoeksche Waard,CR29,Groot-Rijnmond
WP2382,Maasdam,GM1963,Hoeksche Waard,CR29,Groot-Rijnmond
WP2383,Mijnsheerenland,GM1963,Hoeksche Waard,CR29,Groot-Rijnmond
WP2384,Puttershoek,GM1963,Hoeksche Waard,CR29,Groot-Rijnmond
WP2385,Westmaas,GM1963,Hoeksche Waard,CR29,Groot-Rijnmond
WP2386,Alblasserdam,GM0482,Alblasserdam,CR30,Zuidoost-Zuid-Holland
WP2387,Haastrecht,GM1931,Krimpenerwaard,CR28,Oost-Zuid-Holland
WP2388,Stolwijk,GM1931,Krimpenerwaard,CR28,Oost-Zuid-Holland
WP2389,Vlist,GM1931,Krimpenerwaard,CR28,Oost-Zuid-Holland
WP2390,Schoonhoven,GM1931,Krimpenerwaard,CR28,Oost-Zuid-Holland
WP2391,Assen,GM0106,Assen,CR07,Noord-Drenthe
WP2392,Loon,GM0106,Assen,CR07,Noord-Drenthe
WP2393,Rhee,GM0106,Assen,CR07,Noord-Drenthe
WP2394,Ter Aard,GM0106,Assen,CR07,Noord-Drenthe
WP2395,Ubbena,GM0106,Assen,CR07,Noord-Drenthe
WP2396,Zeijerveen,GM0106,Assen,CR07,Noord-Drenthe
WP2397,Zeijerveld,GM0106,Assen,CR07,Noord-Drenthe
WP2398,Heerjansdam,GM0642,Zwijndrecht,CR30,Zuidoost-Zuid-Holland
WP2399,Zwijndrecht,GM0642,Zwijndrecht,CR30,Zuidoost-Zuid-Holland
WP2400,Abbega,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2401,Blauwhuis,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2402,Folsgare,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2403,Gaastmeer,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2404,Gauw,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2405,Goënga,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2406,Greonterp,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2407,Heeg,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2408,Hommerts,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2409,Idzega,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2410,IJlst,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2411,Indijk,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2412,Jutrijp,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2413,Koufurderrige,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2414,Nijland,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2415,Oosthem,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2416,Oppenhuizen,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2417,Oudega,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2418,Sandfirden,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2419,Scharnegoutum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2420,Smallebrugge,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2422,Tjalhuizum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2423,Uitwellingerga,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2424,Westhem,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2425,Wolsum,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2426,Woudsend,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2427,Ypecolsga,GM1900,Súdwest-Fryslân,CR05,Zuidwest-Friesland
WP2428,Schiermonnikoog,GM0088,Schiermonnikoog,CR04,Noord-Friesland
WP2429,Biddinghuizen,GM0303,Dronten,CR40,Flevoland
WP2430,Dronten,GM0303,Dronten,CR40,Flevoland
WP2431,Swifterbant,GM0303,Dronten,CR40,Flevoland
WP2432,IJsselstein,GM0353,IJsselstein,CR17,Utrecht
WP2433,Kreileroord,GM1911,Hollands Kroon,CR18,Kop van Noord-Holland
WP2434,Middenmeer,GM1911,Hollands Kroon,CR18,Kop van Noord-Holland
WP2435,Slootdorp,GM1911,Hollands Kroon,CR18,Kop van Noord-Holland
WP2436,Wieringerwerf,GM1911,Hollands Kroon,CR18,Kop van Noord-Holland
WP2437,Rozenburg,GM0599,Rotterdam,CR29,Groot-Rijnmond
WP2438,Sliedrecht,GM0610,Sliedrecht,CR30,Zuidoost-Zuid-Holland
WP2439,Boxtel,GM0757,Boxtel,CR35,Noordoost-Noord-Brabant
WP2440,Liempde,GM0757,Boxtel,CR35,Noordoost-Noord-Brabant
WP2441,Aldtsjerk,GM0737,Tytsjerksteradiel,CR04,Noord-Friesland
WP2442,Wyns,GM0737,Tytsjerksteradiel,CR04,Noord-Friesland
WP2443,Oentsjerk,GM0737,Tytsjerksteradiel,CR04,Noord-Friesland
WP2444,Gytsjerk,GM0737,Tytsjerksteradiel,CR04,Noord-Friesland
WP2445,Ryptsjerk,GM0737,Tytsjerksteradiel,CR04,Noord-Friesland
WP2446,Mûnein,GM0737,Tytsjerksteradiel,CR04,Noord-Friesland
WP2447,Tytsjerk,GM0737,Tytsjerksteradiel,CR04,Noord-Friesland
WP2448,Suwâld,GM0737,Tytsjerksteradiel,CR04,Noord-Friesland
WP2449,Hurdegaryp,GM0737,Tytsjerksteradiel,CR04,Noord-Friesland
WP2450,Noardburgum,GM0737,Tytsjerksteradiel,CR04,Noord-Friesland
WP2451,Burgum,GM0737,Tytsjerksteradiel,CR04,Noord-Friesland
WP2452,Jistrum,GM0737,Tytsjerksteradiel,CR04,Noord-Friesland
WP2453,Sumar,GM0737,Tytsjerksteradiel,CR04,Noord-Friesland
WP2454,Eastermar,GM0737,Tytsjerksteradiel,CR04,Noord-Friesland
WP2455,Garyp,GM0737,Tytsjerksteradiel,CR04,Noord-Friesland
WP2456,Earnewâld,GM0737,Tytsjerksteradiel,CR04,Noord-Friesland
WP2458,Heemskerk,GM0396,Heemskerk,CR20,IJmond
WP2459,Rijswijk,GM0603,Rijswijk (ZH.),CR26,Agglomeratie 's-Gravenhage
WP2460,Schagen,GM0441,Schagen,CR18,Kop van Noord-Holland
WP2463,Zwaag,GM0405,Hoorn,CR18,Kop van Noord-Holland
WP2464,Adorp,GM1966,Het Hogeland,CR03,Overig Groningen
WP2465,Baflo,GM1966,Het Hogeland,CR03,Overig Groningen
WP2466,Den Andel,GM1966,Het Hogeland,CR03,Overig Groningen
WP2467,Ezinge,GM1969,Westerkwartier,CR03,Overig Groningen
WP2468,Feerwerd,GM1969,Westerkwartier,CR03,Overig Groningen
WP2469,Garnwerd,GM1969,Westerkwartier,CR03,Overig Groningen
WP2470,Rasquert,GM1966,Het Hogeland,CR03,Overig Groningen
WP2471,Saaxumhuizen,GM1966,Het Hogeland,CR03,Overig Groningen
WP2472,Sauwerd,GM1966,Het Hogeland,CR03,Overig Groningen
WP2473,Tinallinge,GM1966,Het Hogeland,CR03,Overig Groningen
WP2474,Wetsinge,GM1966,Het Hogeland,CR03,Overig Groningen
WP2475,Winsum,GM1966,Het Hogeland,CR03,Overig Groningen
WP2476,Reeuwijk,GM1901,Bodegraven-Reeuwijk,CR28,Oost-Zuid-Holland
WP2477,Driebruggen,GM1901,Bodegraven-Reeuwijk,CR28,Oost-Zuid-Holland
WP2478,Waarder,GM1901,Bodegraven-Reeuwijk,CR28,Oost-Zuid-Holland
WP2479,Milsbeek,GM0907,Gennep,CR37,Noord-Limburg
WP2480,Ottersum,GM0907,Gennep,CR37,Noord-Limburg
WP2481,Ven-Zelderheide,GM0907,Gennep,CR37,Noord-Limburg
WP2482,Gennep,GM0907,Gennep,CR37,Noord-Limburg
WP2483,Heijen,GM0907,Gennep,CR37,Noord-Limburg
WP2484,Akmarijp,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP2485,Boornzwaag,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP2486,Broek,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP2487,Dijken,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP2488,Doniaga,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP2489,Goingarijp,GM1940,De Fryske Marren,CR05,Zuidwest-Friesland
WP2490,Haskerdijken,GM0074,Heerenveen,CR06,Zuidoost-Friesland
